site_name	site_database	site_num	long_name	lat	lon	coord_datum	alt	alt_datum	site_type	nhdplus_id	nhdplus_id_confidence	sciencebase_id
nwis_03292480	nwis	03292480	LITTLE GOOSE CREEK NEAR HARRODS CREEK, KY	38.31256909	-85.6257947	NAD83	459.93	NGVD29	ST	10163686	MOST_SURE	556f28abe4b0d9246a9fcd0c
nwis_03292500	nwis	03292500	SOUTH FORK BEARGRASS CREEK AT LOUISVILLE, KY	38.2114592	-85.7024613	NAD83	448.6	NGVD29	ST	10163886	MOST_SURE	556f1e77e4b0d9246a9fc3b2
nwis_03293000	nwis	03293000	M FK BEARGRASS CR AT OLD CANNONS LN AT LOUISVILLE,	38.237293	-85.6646834	NAD83	476.7	NGVD29	ST	10163884	MOST_SURE	556f28ace4b0d9246a9fcd10
nwis_03293500	nwis	03293500	M FK BEARGRASS CR AT LEXINGTON RD AT LOUISVILLE,KY	38.25034895	-85.7166287	NAD83	431	NGVD29	ST	10163884	MAYBE2	556f28ade4b0d9246a9fcd14
nwis_03293510	nwis	03293510	BEARGRASS CREEK AT RIVER ROAD AT LOUISVILLE, KY	38.26701505	-85.721351	NAD83	412.18	NGVD29	ST	10164000	MAYBE2	556f1e7be4b0d9246a9fc3be
nwis_03293530	nwis	03293530	MUDDY FK AT MOCKINGBIRD VALLEY RD AT LOUISVILLE,KY	38.27645917	-85.693573	NAD83	NA	NA	ST	10163728	MOST_SURE	556f1e7de4b0d9246a9fc3c2
nwis_03294570	nwis	03294570	MILL CREEK AT ORELL ROAD NEAR LOUISVILLE, KY	38.07812588	-85.8899635	NAD83	NA	NA	ST	10163798	MOST_SURE	556f1e7ee4b0d9246a9fc3c6
nwis_03297800	nwis	03297800	CEDAR CREEK AT HWY 1442 NEAR SHEPHERDSVILLE, KY	37.9911111	-85.6411111	NAD83	NA	NA	ST	10265394	MAYBE2	556f1e7fe4b0d9246a9fc3ca
nwis_03297900	nwis	03297900	FLOYDS FORK NEAR PEWEE VALLEY, KY	38.28534776	-85.4674592	NAD83	NA	NA	ST	10263816	MOST_SURE	556f1e81e4b0d9246a9fc3ce
nwis_03298000	nwis	03298000	FLOYDS FORK AT FISHERVILLE, KY	38.18840166	-85.460235	NAD83	542.6	NGVD29	ST	10264510	MOST_SURE	556f1e83e4b0d9246a9fc3d2
nwis_03298135	nwis	03298135	CHENOWETH RUN AT RUCKRIEGAL PARKWAY, KY	38.19479109	-85.557181	NAD83	NA	NA	ST	10264014	MOST_SURE	556f28b0e4b0d9246a9fcd18
nwis_03298150	nwis	03298150	CHENOWETH RUN AT GELHAUS LANE NEAR FERN CREEK, KY	38.16006729	-85.5421797	NAD83	NA	NA	ST	10264014	MOST_SURE	556f28b1e4b0d9246a9fcd1c
nwis_03298200	nwis	03298200	FLOYDS FORK NEAR MT WASHINGTON, KY	38.08534216	-85.5549556	NAD83	NA	NA	ST	10264192	MOST_SURE	556f28b2e4b0d9246a9fcd20
nwis_03298250	nwis	03298250	CEDAR CREEK AT THIXTON ROAD NEAR LOUISVILLE, KY	38.0792321	-85.6160683	NAD83	NA	NA	ST	10264224	MOST_SURE	556f1e8ae4b0d9246a9fc3e2
nwis_03298300	nwis	03298300	PENNSLYVANIA RUN AT MT WASHINGTON RD NR LOUISVILLE	38.08756629	-85.642458	NAD83	NA	NA	ST	10264216	MOST_SURE	556f1e8be4b0d9246a9fc3e6
nwis_03301900	nwis	03301900	FERN CREEK AT OLD BARDSTOWN RD AT LOUISVILLE, KY	38.1756242	-85.615237	NAD83	NA	NA	ST	10264004	MOST_SURE	556f1e8ce4b0d9246a9fc3ea
nwis_03301940	nwis	03301940	NORTHERN DITCH AT OKOLONA, KY	38.1503466	-85.6935714	NAD83	447.5	NGVD29	ST	10264038	MOST_SURE	556f28b3e4b0d9246a9fcd24
nwis_03302000	nwis	03302000	POND CREEK NEAR LOUISVILLE, KY	38.1197916	-85.7957955	NAD83	430.38	NGVD29	ST	10264124	MAYBE1	556f28b4e4b0d9246a9fcd28
nwis_03302030	nwis	03302030	POND CREEK AT PENDLETON ROAD NEAR LOUISVILLE, KY	38.05423677	-85.8716296	NAD83	NA	NA	ST	10264270	MOST_SURE	556f1e90e4b0d9246a9fc3f6
nwis_03302050	nwis	03302050	BRIER CREEK AT PENDELTON ROAD NEAR LOUISVILLE, KY	38.0478476	-85.8571848	NAD83	NA	NA	ST	10264274	MAYBE2	556f28b6e4b0d9246a9fcd2c
nwis_03306000	nwis	03306000	GREEN RIVER NEAR CAMPBELLSVILLE, KY	37.2403413	-85.3471848	NAD83	500	NGVD29	ST	NA	NA	5716b1f6e4b0ef3b7ca99a17
nwis_03311000	nwis	03311000	NOLIN RIVER AT KYROCK, KY	37.2742157	-86.2508064	NAD83	400	NGVD29	ST	NA	NA	5772d21ae4b07657d1a88844
nwis_03313000	nwis	03313000	BARREN RIVER NEAR FINNEY, KY	36.89504634	-86.1338731	NAD83	400	NGVD29	ST	NA	NA	5772d21de4b07657d1a88847
nwis_03318010	nwis	03318010	ROUGH RIVER NEAR FALLS OF ROUGH AT DAM, KY	37.62199988	-86.5041474	NAD83	NA	NA	ST	NA	NA	5772d220e4b07657d1a8884a
nwis_03321500	nwis	03321500	GREEN RIVER AT LOCK 1 AT SPOTTSVILLE, KY	37.8583774	-87.4097294	NAD83	NA	NA	ST	11619101	MOST_SURE	556f1e94e4b0d9246a9fc3fe
nwis_03339000	nwis	03339000	VERMILION RIVER NEAR DANVILLE, IL	40.10087009	-87.5972419	NAD83	503.74	NGVD29	ST	NA	NA	556f2897e4b0d9246a9fccc8
nwis_03343805	nwis	03343805	KICKAPOO CREEK NEAR MATTOON, IL	39.46527778	-88.33638889	NAD83	NA	NA	ST	10337796	MAYBE2	556f1e3be4b0d9246a9fc306
nwis_03346500	nwis	03346500	EMBARRAS RIVER AT LAWRENCEVILLE, IL	38.7236111	-87.6644444	NAD83	382.24	NGVD29	ST	NA	NA	5716a7b1e4b0ef3b7ca9968b
nwis_03353200	nwis	03353200	EAGLE CREEK AT ZIONSVILLE, IN	39.94642897	-86.2602702	NAD83	813.85	NGVD29	ST	18476775	MOST_SURE	556f1e46e4b0d9246a9fc326
nwis_03353420	nwis	03353420	SCHOOL BRANCH AT CR750N AT BROWNSBURG, IN	39.8725833	-86.3615278	NAD83	884.09	NAVD88	ST	NA	NA	5716a7bee4b0ef3b7ca99694
nwis_03374100	nwis	03374100	WHITE RIVER AT HAZLETON, IN	38.4897695	-87.55002269	NAD83	382.77	NAVD88	ST	18471310	MOST_SURE	556f289be4b0d9246a9fccd8
nwis_03381495	nwis	03381495	LITTLE WABASH RIVER AT MAIN ST AT CARMI, IL	38.09226857	-88.1561487	NAD83	339.91	NGVD29	ST	NA	NA	5716b20ee4b0ef3b7ca99a27
nwis_03400798	nwis	03400798	MARTINS FORK LK AT MARTINS FK DAM NR SMITH, KY	36.74925414	-83.257679	NAD83	NA	NA	LK	NA	NA	556f1e95e4b0d9246a9fc402
nwis_03400800	nwis	03400800	MARTINS FORK NEAR SMITH, KY	36.75230974	-83.2574012	NAD83	1259	NGVD29	ST	10190044	MOST_SURE	556f28b7e4b0d9246a9fcd30
nwis_03401385	nwis	03401385	DAVIS BRANCH AT HIGHWAY 988 NEAR MIDDLESBORO, KY	36.6276469	-83.6797789	NAD83	NA	NA	ST	10189702	MAYBE2	556f28b8e4b0d9246a9fcd34
nwis_03408500	nwis	03408500	NEW RIVER AT NEW RIVER, TN	36.3855167	-84.5547174	NAD83	1092.43	NGVD29	ST	12154450	MOST_SURE	556f295be4b0d9246a9fcf40
nwis_03409500	nwis	03409500	CLEAR FORK NEAR ROBBINS, TN	36.38828757	-84.6301881	NAD83	1081.01	NAVD88	ST	12154278	MOST_SURE	556f295ce4b0d9246a9fcf44
nwis_03410590	nwis	03410590	ROCK CREEK NEAR YAMACRAW, KY	36.70285455	-84.5629951	NAD83	NA	NA	ST	NA	NA	5890efdae4b072a7ac10f62d
nwis_03417500	nwis	03417500	CUMBERLAND RIVER AT CELINA, TN	36.55422759	-85.5144139	NAD83	488.95	NAVD88	ST	NA	NA	5890efdce4b072a7ac10f73c
nwis_03418420	nwis	03418420	CUMBERLAND RIVER BELOW CORDELL HULL DAM, TN	36.2867212	-85.9408197	NAD83	NA	NA	ST	NA	NA	556f295de4b0d9246a9fcf48
nwis_03426310	nwis	03426310	CUMBERLAND RIVER AT OLD HICKORY DAM (TW), TN	36.29711845	-86.6586324	NAD83	380	NGVD29	ST	NA	NA	5716b219e4b0ef3b7ca99a2f
nwis_03428180	nwis	03428180	WF STONES R AT BLANTON RD MURFREESBORO, TN	35.8989535	-86.42554779	NAD83	NA	NA	ST	18402523	MAYBE2	556f2006e4b0d9246a9fc8ed
nwis_03430200	nwis	03430200	STONES RIVER AT US HWY 70 NEAR DONELSON, TN	36.1864446	-86.6327739	NAD83	382.3	NAVD88	ST	18401497	MAYBE2	556f2008e4b0d9246a9fc8f1
nwis_03431083	nwis	03431083	MILL CREEK AT LEBANON ROAD AT NASHVILLE, TN	36.16394545	-86.699164	NAD83	NA	NA	ST	18408144	MAYBE2	556f2009e4b0d9246a9fc8f5
nwis_03431091	nwis	03431091	CUMBERLAND R AT OMOHUNDRO WTR PLT AT NASHVILLE, TN	36.1653343	-86.7213866	NAD83	365.5	NAVD88	ST	18408666	MAYBE2	556f200ae4b0d9246a9fc8f9
nwis_03431514	nwis	03431514	CUMBERLAND RIVER NEAR BORDEAUX, TN	36.1831118	-86.8322218	NAD83	369.02	NAVD88	ST	18408674	MAYBE2	556f200be4b0d9246a9fc8fd
nwis_03432100	nwis	03432100	HARPETH RIVER AT MCDANIEL, TN	35.83256495	-86.6988861	NAD83	NA	NA	ST	18394236	MOST_SURE	556f295fe4b0d9246a9fcf4c
nwis_03432331	nwis	03432331	HARPETH RIVER AT MILLVIEW, TN	35.87839755	-86.7908328	NAD83	NA	NA	ST	NA	NA	5716b224e4b0ef3b7ca99a37
nwis_0343233905	nwis	0343233905	HARPETH RIVER AT MILE 90.5 NEAR FRANKLIN, TN	35.89984185	-86.8428894	NAD83	NA	NA	ST	NA	NA	5716a7c9e4b0ef3b7ca9969d
nwis_03432350	nwis	03432350	HARPETH RIVER AT FRANKLIN, TN	35.9208165	-86.8654982	NAD83	604.42	NGVD29	ST	18393858	MOST_SURE	556f200ee4b0d9246a9fc905
nwis_03432400	nwis	03432400	HARPETH RIVER BELOW FRANKLIN, TN	35.948166	-86.881743	NAD83	NA	NA	ST	18393756	MOST_SURE	556f200fe4b0d9246a9fc909
nwis_034324146	nwis	034324146	HARPETH RIVER AT MILE 81.33 NR BERRYS CHAPEL, TN	35.9581186	-86.88972369	NAD83	NA	NA	ST	NA	NA	5890efdee4b072a7ac10f893
nwis_03432550	nwis	03432550	WEST HARPETH RIVER AT BOYD MILL RD NR BINGHAM, TN	35.9253419	-86.9694474	NAD83	NA	NA	ST	NA	NA	5890efe0e4b072a7ac10f9b7
nwis_03432670	nwis	03432670	WEST HARPETH RIVER AT DEL RIO PIKE, TN	35.96422969	-86.9186131	NAD83	NA	NA	ST	NA	NA	5716b237e4b0ef3b7ca99a43
nwis_03432800	nwis	03432800	HARPETH RIVER AT MORAN RD BELOW FRANKLIN TN	36.0172222	-86.8997222	NAD83	NA	NA	ST	18391826	MAYBE2	556f2960e4b0d9246a9fcf50
nwis_03433500	nwis	03433500	HARPETH RIVER AT BELLEVUE, TN	36.0545633	-86.9285102	NAD83	541.04	NGVD29	ST	NA	NA	5890efe3e4b072a7ac10faf2
nwis_03434870	nwis	03434870	CUMBERLAND RIVER AT RIVER MILE 142.9, TN	36.3147222	-87.2161111	NAD83	NA	NA	ST	NA	NA	5772d223e4b07657d1a8884d
nwis_03438220	nwis	03438220	CUMBERLAND RIVER NEAR GRAND RIVERS, KY	37.02172174	-88.2230852	NAD83	300	NGVD29	ST	NA	NA	556f28b9e4b0d9246a9fcd38
nwis_03460795	nwis	03460795	PIGEON R BL POWER PLANT NR WATERVILLE, NC	35.7836111	-83.1119444	NAD83	1360	NGVD29	ST	22151067	MOST_SURE	556f28f9e4b0d9246a9fce10
nwis_03512000	nwis	03512000	OCONALUFTEE RIVER AT BIRDTOWN, NC	35.46138889	-83.3536111	NAD83	1843.3	NGVD29	ST	NA	NA	556f28fae4b0d9246a9fce14
nwis_03538830	nwis	03538830	OBED RIVER AT ADAMS BRIDGE NEAR CROSSVILLE, TN	36.06166667	-84.96138889	NAD83	1365.88	NAVD88	ST	19710639	MOST_SURE	556f2961e4b0d9246a9fcf55
nwis_03539600	nwis	03539600	DADDYS CREEK NEAR HEBBERTSBURG, TN	35.99766528	-84.8224946	NAD83	1445.1	NGVD29	ST	19711775	MOST_SURE	556f2013e4b0d9246a9fc915
nwis_03539778	nwis	03539778	CLEAR CREEK AT LILLY BRIDGE NEAR LANCING, TN	36.1031293	-84.7182771	NAD83	1040.99	NAVD88	ST	19710283	MOST_SURE	556f2014e4b0d9246a9fc919
nwis_03597860	nwis	03597860	DUCK RIVER AT SHELBYVILLE, TN	35.48290044	-86.4625967	NAD83	NA	NA	ST	NA	NA	5716a7d4e4b0ef3b7ca996a5
nwis_03612600	nwis	03612600	OHIO RIVER AT OLMSTED, IL	37.17921867	-89.058404	NAD83	278.44	NGVD29	ST	1841415	MAYBE2	556f2898e4b0d9246a9fcccc
nwis_04024000	nwis	04024000	ST. LOUIS RIVER AT SCANLON, MN	46.7032765	-92.4188018	NAD83	1101.23	NGVD29	ST	1777616	MOST_SURE	556f1edde4b0d9246a9fc4e1
nwis_04027000	nwis	04027000	BAD RIVER NEAR ODANAH, WI	46.4866144	-90.696297	NAD83	668.35	NAVD88	ST	1815879	MOST_SURE	556f207ce4b0d9246a9fca7c
nwis_04040000	nwis	04040000	ONTONAGON RIVER NEAR ROCKLAND, MI	46.7207742	-89.207086	NAD83	638.72	NGVD29	ST	11947215	MOST_SURE	556f1eb6e4b0d9246a9fc461
nwis_04059500	nwis	04059500	FORD RIVER NEAR HYDE, MI	45.7549674	-87.2020793	NAD83	681.77	NGVD29	ST	6860182	MOST_SURE	556f1eb7e4b0d9246a9fc465
nwis_04067500	nwis	04067500	MENOMINEE RIVER NEAR MC ALLISTER, WI	45.3258333	-87.6633333	NAD83	622.12	NAVD88	ST	6848607	MOST_SURE	556f207de4b0d9246a9fca80
nwis_04085061	nwis	04085061	FOX RIVER AT FORT HOWARD PAPER MILL AT DE PERE, WI	44.4521944	-88.0745278	NAD83	580	NAVD88	ST	NA	NA	5890efe5e4b072a7ac10fbfb
nwis_04085082	nwis	04085082	FOX RIVER DS FROM DUTCHMAN CREEK AT GREEN BAY, WI	44.4830833	-88.0320278	NAD83	NA	NA	ST	NA	NA	5890efe7e4b072a7ac10fd5d
nwis_04085108	nwis	04085108	EAST RIVER @ CNTY TRUNK HIGHWAY ZZ NR GREENLEAF,WI	44.37194444	-88.0922222	NAD83	640	NAVD88	ST	12005979	MOST_SURE	556f298be4b0d9246a9fcfd6
nwis_040851385	nwis	040851385	FOX RIVER AT OIL TANK DEPOT AT GREEN BAY, WI	44.5286111	-88.01	NAD83	585	NGVD29	ST	12005077	MOST_SURE	556f298ce4b0d9246a9fcfda
nwis_04085427	nwis	04085427	MANITOWOC RIVER AT MANITOWOC, WI	44.10616667	-87.7160278	NAD83	590.1	NAVD88	ST	12173792	MOST_SURE	556f2080e4b0d9246a9fca8c
nwis_04087030	nwis	04087030	MENOMONEE RIVER AT MENOMONEE FALLS, WI	43.17277778	-88.10388889	NAD83	755.27	NAVD88	ST	12163826	MOST_SURE	556f298ee4b0d9246a9fcfde
nwis_04087050	nwis	04087050	LITTLE MENOMONEE RIVER NEAR FREISTADT, WI	43.20667408	-88.0384231	NAD83	718	NAVD88	ST	12163788	MAYBE1	556f2082e4b0d9246a9fca94
nwis_04087088	nwis	04087088	UNDERWOOD CREEK AT WAUWATOSA, WI	43.0547222	-88.0461111	NAD83	683.51	NAVD88	ST	12163882	MOST_SURE	556f2083e4b0d9246a9fca98
nwis_04087119	nwis	04087119	HONEY CREEK AT WAUWATOSA, WI	43.0438333	-88.0051111	NAD83	635	NAVD88	ST	12163888	MOST_SURE	556f2085e4b0d9246a9fca9c
nwis_04087120	nwis	04087120	MENOMONEE RIVER AT WAUWATOSA, WI	43.04555556	-87.9997222	NAD83	628.58	NAVD88	ST	12162512	MOST_SURE	556f2086e4b0d9246a9fcaa0
nwis_04087142	nwis	04087142	MENOMONEE RIVER AT 16TH STREET AT MILWAUKEE, WI	43.03390256	-87.934252	NAD83	566.53	NGVD29	ST	12162512	MOST_SURE	556f2087e4b0d9246a9fcaa4
nwis_040871488	nwis	040871488	WILSON PARK CK @ ST. LUKES HOSPITAL @ MILWAUKEE,WI	42.9897222	-87.9519444	NAD83	640	NAVD88	ST	12164306	MOST_SURE	556f2088e4b0d9246a9fcaa8
nwis_04087170	nwis	04087170	MILWAUKEE RIVER AT MOUTH AT MILWAUKEE, WI	43.02444444	-87.8983333	NAD83	585	NAVD88	ST	12162696	MAYBE1	556f2089e4b0d9246a9fcaac
nwis_04092750	nwis	04092750	INDIANA HARBOR CANAL AT EAST CHICAGO, IN	41.6492023	-87.4686529	NAD83	570.2	NGVD29	ST-CA	3398494	MOST_SURE	556f1e49e4b0d9246a9fc32e
nwis_04095090	nwis	04095090	PORTAGE-BURNS WATERWAY AT PORTAGE, IN	41.62225939	-87.1758685	NAD83	574.74	NGVD29	ST-DCH	3398496	MOST_SURE	556f289de4b0d9246a9fccdc
nwis_04101500	nwis	04101500	ST. JOSEPH RIVER AT NILES, MI	41.8292138	-86.2597325	NAD83	633.02	NGVD29	ST	12264996	MOST_SURE	556f1eb8e4b0d9246a9fc469
nwis_04108660	nwis	04108660	KALAMAZOO RIVER AT NEW RICHMOND, MI	42.65085976	-86.106703	NAD83	590	NGVD29	ST	3468553	MOST_SURE	556f28c4e4b0d9246a9fcd60
nwis_04119400	nwis	04119400	GRAND RIVER NEAR EASTMANVILLE, MI	43.0241884	-86.0264354	NAD83	569.09	NAVD88	ST	9005833	MOST_SURE	556f1ebbe4b0d9246a9fc471
nwis_04121650	nwis	04121650	MUSKEGON RIVER AT BIG RAPIDS, MI	43.693634	-85.4675442	NAD83	886	NGVD29	ST	12133526	MOST_SURE	556f28c5e4b0d9246a9fcd64
nwis_04121660	nwis	04121660	MUSKEGON RIVER NEAR STANWOOD, MI	43.61308	-85.4778209	NAD83	NA	NA	ST	12132834	MAYBE2	556f1ebee4b0d9246a9fc479
nwis_04121680	nwis	04121680	MUSKEGON RIVER NEAR OXBOW, MI	43.485857	-85.63060189	NAD83	NA	NA	ST	12134782	MOST_SURE	556f28c7e4b0d9246a9fcd68
nwis_04121944	nwis	04121944	LITTLE MUSKEGON RIVER NEAR OAK GROVE, MI	43.43085818	-85.5955989	NAD83	750	NGVD29	ST	12134418	MOST_SURE	556f1ec0e4b0d9246a9fc481
nwis_04121970	nwis	04121970	MUSKEGON RIVER NEAR CROTON, MI	43.43474558	-85.6653239	NAD83	675.62	NGVD29	ST	12134842	MOST_SURE	556f28c8e4b0d9246a9fcd6c
nwis_04124000	nwis	04124000	MANISTEE RIVER NEAR SHERMAN, MI	44.43639239	-85.6986792	NAD83	804.24	NGVD29	ST	12121104	MOST_SURE	556f28c9e4b0d9246a9fcd70
nwis_04124200	nwis	04124200	MANISTEE RIVER NEAR MESICK, MI	44.3630596	-85.820905	NAD83	732.22	NGVD29	ST	12120568	MAYBE2	556f1ec4e4b0d9246a9fc48d
nwis_04125460	nwis	04125460	PINE RIVER AT HIGH SCHOOL BRIDGE NR HOXEYVILLE, MI	44.19334009	-85.7697863	NAD83	850	NGVD29	ST	12120754	MOST_SURE	556f1ec6e4b0d9246a9fc491
nwis_04125550	nwis	04125550	MANISTEE RIVER NEAR WELLSTON, MI	44.25944997	-85.94174209	NAD83	640	NGVD29	ST	12121294	MOST_SURE	556f1ec7e4b0d9246a9fc495
nwis_04136000	nwis	04136000	AU SABLE RIVER NEAR RED OAK, MI	44.6769593	-84.2925146	NAD83	1000	NGVD29	ST	12952772	MAYBE2	556f28cae4b0d9246a9fcd74
nwis_04136500	nwis	04136500	AU SABLE RIVER AT MIO, MI	44.66001385	-84.1311167	NAD83	929.6	NGVD29	ST	12952798	MOST_SURE	556f1ec9e4b0d9246a9fc49d
nwis_04136900	nwis	04136900	AU SABLE RIVER NEAR MC KINLEY, MI	44.61279117	-83.83776619	NAD83	830	NGVD29	ST	12951528	MOST_SURE	556f28cbe4b0d9246a9fcd78
nwis_04137005	nwis	04137005	AU SABLE RIVER NEAR CURTISVILLE, MI	44.56084749	-83.802764	NAD83	778.11	NGVD29	ST	12951570	MOST_SURE	556f1ecce4b0d9246a9fc4a5
nwis_04137020	nwis	04137020	AU SABLE RIVER NEAR SOUTH BRANCH, MI	44.46334886	-83.7213714	NAD83	NA	NA	ST	12954032	MAYBE2	556f28cde4b0d9246a9fcd7c
nwis_04137025	nwis	04137025	AU SABLE RIVER NEAR GLENNIE, MI	44.4541823	-83.6744254	NAD83	NA	NA	ST	12954046	MOST_SURE	556f1ecee4b0d9246a9fc4ad
nwis_04137030	nwis	04137030	AU SABLE RIVER NEAR SIDTOWN, MI	44.47279328	-83.57108839	NAD83	NA	NA	ST	12954004	MAYBE2	556f1ecfe4b0d9246a9fc4b1
nwis_04137500	nwis	04137500	AU SABLE RIVER NEAR AU SABLE, MI	44.43640447	-83.4338609	NAD83	583.93	NGVD29	ST	12954040	MOST_SURE	556f28cee4b0d9246a9fcd80
nwis_04142000	nwis	04142000	RIFLE RIVER NEAR STERLING, MI	44.0725203	-84.0199939	NAD83	649.48	NGVD29	ST	12944890	MOST_SURE	556f1ed1e4b0d9246a9fc4b9
nwis_04144032	nwis	04144032	THREEMILE CREEK AT PRIOR ROAD NEAR DURAND, MI	42.88169789	-83.9846833	NAD83	793.77	NAVD88	ST	NA	NA	5716b1b0e4b0ef3b7ca999eb
nwis_041482663	nwis	041482663	ALGER CREEK AT HILL ROAD NEAR SWARTZ CREEK, MI	42.9419733	-83.8460698	NAD83	761.5	NAVD88	ST	13019635	MOST_SURE	556f1ed2e4b0d9246a9fc4bd
nwis_04157005	nwis	04157005	SAGINAW RIVER AT HOLLAND AVENUE AT SAGINAW, MI	43.4219699	-83.951918	NAD83	565.79	IGLD	ST	13204437	MOST_SURE	556f28cfe4b0d9246a9fcd84
nwis_04165500	nwis	04165500	CLINTON RIVER AT MORAVIAN DRIVE AT MT. CLEMENS, MI	42.5958674	-82.90881	NAD83	570.1	NAVD88	ST	13183066	MOST_SURE	556f1ed4e4b0d9246a9fc4c5
nwis_04166500	nwis	04166500	RIVER ROUGE AT DETROIT, MI	42.3730923	-83.2546513	NAD83	584	NGVD29	ST	10850144	MOST_SURE	556f28d1e4b0d9246a9fcd88
nwis_04167150	nwis	04167150	MIDDLE RIVER ROUGE AT DEARBORN HEIGHTS, MI	42.3305929	-83.2479841	NAD83	585	NGVD29	ST	10850156	MAYBE2	556f28d2e4b0d9246a9fcd8c
nwis_04168400	nwis	04168400	LOWER RIVER ROUGE AT DEARBORN, MI	42.30837099	-83.2527063	NAD83	579.99	NAVD88	ST	10850162	MAYBE2	556f28d4e4b0d9246a9fcd90
nwis_04174500	nwis	04174500	HURON RIVER AT ANN ARBOR, MI	42.28698238	-83.7338296	NAD83	744.81	NGVD29	ST	13176035	MOST_SURE	556f1edae4b0d9246a9fc4d5
nwis_04175120	nwis	04175120	HURON RIVER AT FORT ROAD AT ROCKWOOD, MI	42.06416667	-83.25388889	NAD83	567.1	NAVD88	ST	NA	NA	556f28d5e4b0d9246a9fcd94
nwis_04176500	nwis	04176500	RIVER RAISIN NEAR MONROE, MI	41.9606008	-83.53104619	NAD83	616.26	NGVD29	ST	13229606	MOST_SURE	556f1edce4b0d9246a9fc4dd
nwis_04182867	nwis	04182867	MAUMEE RIVER AT TECUMSEH STREET AT FORT WAYNE, IN	41.08494444	-85.1223333	NAD83	NA	NA	ST	15668481	MAYBE2	556f289ee4b0d9246a9fcce0
nwis_04183038	nwis	04183038	BLACK CREEK NEAR HARLAN, IN	41.1830833	-84.8696944	NAD83	723.46	NAVD88	ST	NA	NA	5716b1bbe4b0ef3b7ca999f3
nwis_04188496	nwis	04188496	Eagle Creek above Findlay OH	40.9792203	-83.6532653	NAD83	784.88	NAVD88	ST	15647198	MOST_SURE	556f1f4be4b0d9246a9fc665
nwis_04193490	nwis	04193490	Maumee River near Waterville OH	41.47616368	-83.7388261	NAD83	NA	NA	ST	15636717	MOST_SURE	556f1f4ce4b0d9246a9fc669
nwis_04195500	nwis	04195500	Portage River at Woodville OH	41.449496	-83.3613156	NAD83	613.99	NAVD88	ST	15626425	MOST_SURE	556f1f4de4b0d9246a9fc66d
nwis_04199500	nwis	04199500	Vermilion River near Vermilion OH	41.38199	-82.3168273	NAD83	594.51	NAVD88	ST	15605376	MOST_SURE	556f1f4fe4b0d9246a9fc671
nwis_04200500	nwis	04200500	Black River at Elyria OH	41.38032368	-82.10459279	NAD83	620.09	NAVD88	ST	15597503	MOST_SURE	556f1f50e4b0d9246a9fc675
nwis_04208000	nwis	04208000	Cuyahoga River at Independence OH	41.39533087	-81.6298478	NAD83	582.66	NAVD88	ST	15587072	MOST_SURE	556f1f51e4b0d9246a9fc679
nwis_04213152	nwis	04213152	Walnut Creek Upstream Pool, near Erie, PA	42.07388889	-80.2347222	NAD83	600	NGVD29	ST	NA	NA	5716a771e4b0ef3b7ca9965f
nwis_04213500	nwis	04213500	CATTARAUGUS CREEK AT GOWANDA NY	42.4633333	-78.9341667	NAD83	738.85	NGVD29	ST	15582369	MOST_SURE	556f1f29e4b0d9246a9fc5e9
nwis_04226000	nwis	04226000	KESHEQUA CR AT CRAIG COLONY AT SONYEA NY	42.68194444	-77.82888889	NAD83	585	NAVD88	ST	NA	NA	5787c8dbe4b0d27deb37549b
nwis_04231600	nwis	04231600	GENESEE RIVER AT FORD STREET BRIDGE, ROCHESTER NY	43.1417222	-77.6163056	NAD83	512	NAVD88	ST	15537883	MOST_SURE	556f28f4e4b0d9246a9fce00
nwis_04249000	nwis	04249000	OSWEGO RIVER AT LOCK 7, OSWEGO NY	43.45166667	-76.50527778	NAD83	245.12	NGVD29	ST	21972746	MOST_SURE	556f1f2be4b0d9246a9fc5f1
nwis_05054000	nwis	05054000	RED RIVER OF THE NORTH AT FARGO, ND	46.861075	-96.7836924	NAD83	861.8	NGVD29	ST	6667867	MOST_SURE	556f28fbe4b0d9246a9fce18
nwis_05057000	nwis	05057000	SHEYENNE RIVER NR COOPERSTOWN, ND	47.43277097	-98.0275954	NAD83	1271.76	NGVD29	ST	14269180	MOST_SURE	556f28fce4b0d9246a9fce1c
nwis_05057200	nwis	05057200	BALDHILL CREEK NR DAZEY, ND	47.2291562	-98.1248189	NAD83	1330	NGVD29	ST	14269214	MOST_SURE	556f1f3ce4b0d9246a9fc62d
nwis_05082500	nwis	05082500	RED RIVER OF THE NORTH AT GRAND FORKS, ND	47.9269234	-97.0292435	NAD83	779	NGVD29	ST	9398232	MOST_SURE	556f1f3de4b0d9246a9fc631
nwis_05406457	nwis	05406457	BLACK EARTH CREEK NR BREWERY RD AT CROSS PLAINS,WI	43.1097222	-89.6408333	NAD83	880	NAVD88	ST	13633277	MAYBE1	556f208ae4b0d9246a9fcab0
nwis_05406469	nwis	05406469	BREWERY CREEK-UPSTREAM SITE-AT CROSS PLAINS, WI	43.12527778	-89.635	NAD83	900	NAVD88	ST	13633137	MOST_SURE	556f208be4b0d9246a9fcab4
nwis_05406479	nwis	05406479	BLACK EARTH CK NR TREATMENT PLNT @ CROSS PLAINS,WI	43.1147222	-89.6641667	NAD83	860	NAVD88	ST	13633821	MOST_SURE	556f208ce4b0d9246a9fcab8
